"Ramo              ";"Razao             ";"Endereco          ";"Bairro            ";"CEP               ";"Cidade            ";"UF                ";"Contato           ";"Funcionarios      ";"Telefone          ";"Fax               ";"Site              ";"E-mail            ";"Produtos          "
"EDITORA E GRAFICA ";" ESTRELA FORMULÁRIOS CONTÍNUOS LTDA. ";" Av. Barão do Rio Branco, 1459 ";" Centro ";" 16901-050 ";" Andradina ";" SP ";" Dir. Coml.: Moacir ";20;" (0xx18) 3722-5222 ";" (0xx18) 3722-5222 ";" www.estrelaformularios.com.br ";" estrelaformularios@estrelaformularios.com.br ";" Formulários contínuos; convites; bulas; impressos em geral;notas fiscais em formulário contínuo; "
"NAÚTICA ";" ESTALEIROS PERIMAR LTDA. ";" Av. Winston Maruca, s/nº - Lote 31 A ";" Jacuacanga ";" 23905-000 ";" Angra dos Reis ";" RJ ";" Cont. Coml.: Pericles de Albuquerque ";" ";" (0xx24) 3366-7050 ";" (0xx24) 3366-7051 ";" www.perimar.com.br ";" perimar@perimar.com.br ";" Barcos; "
"NAÚTICA ";" WESTREC MARINAS LTDA. ";" Estrada das Marinas, 91 ";" ";" 29000-000 ";" Angra dos Reis ";" RJ ";" Cont. Coml.: Ronaldo Basilio ";" ";" (0xx24) 3365-4048 ";" (0xx24) 3365-4770 ";" www.westrec.com ";" westrec@terra.com.br ";" Lanchas; "
"ALIMENTICIA ";" COOPERATIVA AGROPECUÁRIA PRADENSE LTDA. ";" R. Adyles Ampesan, 204 ";" ";" 95250-000 ";" Antônio Prado ";" RS ";" Dir. Pres.: Osvaldo Conte ";50;" (0xx54) 293-1055 ";" (0xx54) 293-1544 ";" www.cooperativapradense.com.br ";"  ";" Insumos e implementos agropecuários; "
"MOVEIS E MADEIRA ";" UNIVERSUM DO BRASIL IND. MOVELEIRA LTDA. ";" RS 122 - Nº 590 ";" ";" 95250-000 ";" Antônio Prado ";" RS ";" ";80;" (0xx54) 293-1488 ";" (0xx54) 293-1197 ";" www.universum.com.br ";" sac@universum.com.br ";" Armários e racks; "
"EDITORA E GRAFICA ";" EDITORA SANTUÁRIO ";" R. Pe. Claro Monteiro, 342 ";" Centro ";" 12570-000 ";" Aparecida ";" SP ";" Dir. Coml.: Waldemar Hostyn ";" ";" (0xx12) 3105-2140 ";" (0xx12) 3105-2141 ";" www.redemptor.com.br ";" vendas@redemptor.com.br ";"  "
"MOVEIS E MADEIRA ";" FLEXIBASE IND. E COM. DE MÓVEIS LTDA. ";" R. 13, - Lote 19/24 ";" Polo Empresarial Goi ";" 74987-750 ";" Aparecida de Goiania ";" GO ";" ";" ";" (0xx62) 3518-5222 ";" (0xx62) 3518-5222 ";" www.flexibase.com.br ";" flexibase@terra.com.br ";" Cadeiras; "
"MECANICA ";" MARK - SHOULD HOSPIT. IND. E COM. LTDA. ";" Av. São Paulo -Qd. 35-A - Lt. 10 ";" Vl. Brasilia ";" 79052-770 ";" Aparecida de Goiânia ";" GO ";" ";" ";" (0xx62) 523-0300 ";" (0xx62) 523-0300 ";" www.markshould.com.br ";" markshould@markshould.com.br ";" Mesas cirúrgicas, camas motorizadas, camas fowler lux, macas, mesas auxiliares; cadeiras de rodas; "
"COURO ";" ARTE OFICINA ";" R. Ceiça, Qd. 21 -Lote 11 ";" Jd. Bela Morada ";" 74920-630 ";" Aparecida de Goiânia ";" GO ";" ";" ";" (0xx62) 593-4068 ";" (0xx62) 593-3920 ";"  ";" arteoficina@globo.com ";" Bolsas; carteiras; cintos; etc.; "
"PLASTICOS ";" COSPLASTIC IND. E COM. DE EMBALAGENS LTDA. ";" BR-153, Km 6,5 - Qd. 71 - Lt. 08 ";" ";" 74911-410 ";" Aparecida de Goiânia ";" GO ";" ";" ";" (0xx62) 282-6677 ";" (0xx62) 282-8980 ";" www.cosplastic.com.br ";" cosplastic@cosplastic.com.br ";" Bobinas técnicas-PEBD, PELBDTERMO encolhivéis a vácuo; embalagens; "
"ALIMENTICIA ";" KOWALSKI ALIMENTOS LTDA. ";" Av. Governador Roberto Silveira, 460 ";" Vl. São Carlos ";" 86800-520 ";" Apucarana ";" PR ";" Dir. Coml.: Rubens Alberto Kovalski ";250;" (0xx43) 423-2144 ";" (0xx43) 423-1544 ";" www.kowalski.com.br ";"  ";" Milho e derivados. "
"TEXTIL E VESTUARIO ";" SLC BONES PROMOCIONAIS LTDA. ";" Rua da Qualidade, box 30 ";" Cidade do Trabalho ";" 86803-040 ";" Apucarana ";" PR ";" Dir. Coml.: Sueli Marcon ";33;" (0xx43) 422-4408 ";" (0xx43) 422-4408 ";"  ";"  ";" Bones e Camisetas. "
"ELETRO ELETRONICA ";" ENERGIPE - EMPRESA ENERGÉTICA DE SERGIPE S.A ";" R. Min. Apolônio Sales, 81 ";" Inácio Barbosa ";" 49040-230 ";" Aracajú ";" SE ";" Dir. Pres.: Marcelo Silveira da Rocha ";800;" (0xx79) 2106-1600/1750 ";" (0xx79) 249-1900 ";" www.energipe.com.br ";" emantovani@energipe.com.br ";" Distribuição de energia elétrica; "
"TEXTIL E VESTUARIO ";" SERGIPE INDL. S/A. ";" Pça. Dr. Thomaz Rodrigues da Cruz, 42 ";" Industrial ";" 49065-450 ";" Aracajú ";" SE ";" Dir. Coml.: Tácito Antonio de Faro Mello ";950;" (0xx79) 218-9515 ";" (0xx79) 215-5478 ";" www.sergipeindustrial.com.br ";"  ";" Cama, mesa e banho; "
"EDITORA E GRAFICA ";" EDITORA DA UNIV. FEDERAL DE SERGIPE ";" Av. Marechal Rondon Sin - Rozaelze, 676 ";" São Cristovão ";" 49000-100 ";" Aracajú ";" SE ";" Dir. Pres.: Luiz Augusto ";" ";" (0xx79) 212-6921 ";" (0xx79) 212-6474 ";" www.editora.ufrs.br ";" editora@ufs.br ";"  "
"METALURGICA ";" SENIOR DO BRASIL LTDA. ";" Pça. Faustino Rocoroni, 1-Portão B ";" ";" 18147-000 ";" Araçariguama ";" SP ";" Dirª. Coml.: Regina Célia ";150;" (0xx11) 4136-6400 ";" (0xx11) 4136-1005/1005 ";" www.flexonics.com ";" vendas-senior@dialdata.com.br ";" Tubos metálicos flexíveis; juntas de expansão metálicas; juntas de expansão; juntas giratórias; "
"METALURGICA ";" SYSTEMAC SISTEMAS CONSTRUTIVOS LTDA. ";" Estrada Gregório Spina, 397 ";" Dist. Indl. ";" 18147-000 ";" Araçariguama ";" SP ";" ";" ";" (0xx11) 4204-1280 ";" (0xx11) 4136-1929 ";" www.systemac.com.br ";" systemac@systemac.com.br ";" Estrutura metálica; "
"QUIMICA E FARMACEUTICA ";" RADICIPLASTICS LTDA. ";" R. Giuseppe Marchiori, 497 ";" Honda ";" 18138-000 ";" Araçariguma ";" SP ";" Dir. Coml.: Cesare Claudí ";60;" (0xx11) 4136-1223 ";" (0xx11) 4136-2166 ";" www.radiciplastics.com ";" brasil@radiciplastics.com ";" Poliamida 6; poliéster - PBT; "
"ALIMENTICIA ";" COOPERATIVA AGROPECUÁRIA DO BRASIL CENTRAL - COBRAC ";" R. Cde. Francisco Matarazzo, s/nº ";" Vl. Indl. ";" 16010-570 ";" Araçatuba ";" SP ";" Dir. Coml.: Anésio Gabas ";20;" (0xx18) 3624-5500 ";" (0xx18) 3622-1828 ";"  ";"  ";" Sal mineralizado; algodão em pluma; armazenamento de milho;insumos agrícolas; "
"CALCADOS ";" CALÇOPÉ IND. E COM. DE CALÇADOS LTDA. ";" R. Marcos Toquetão, 918 ";" Jd. Jussara ";" 16021-100 ";" Araçatuba ";" SP ";" ";" ";" (0xx18) 3631-0060 ";" (0xx18) 3631-2412 ";" www.stucchi.com.br ";" calcope@terra.com.br ";" Calçados femininos e infantis; sandálias; botas; tamancos echinelos. "
"CALCADOS ";" CALÇOPE- IND. E COM. DE CALÇADOS LTDA. ";" R. Marcos Toquetão, 918 ";" Jd. Jussara ";" 16021-000 ";" Araçatuba ";" SP ";" ";" ";" (0xx18) 3631-0060 ";" (0xx18) 3631-2412 ";"  ";" calcope@terra.com.br ";" Calçados femininos e infantis; "
"MOVEIS E MADEIRA ";" COLOR-VISÃO DO BRASIL IND. ACRÍLICA LTDA. ";" Estr. Municipal Araçatuba/Prata, Km 09 ";" Traitu ";" 16026-852 ";" Araçatuba ";" SP ";" Dir. Exec.: Jean Carlos Silva ";600;" (0xx18) 3631-8500 ";" (0xx18) 3631-8535 ";" www.colormaq.com.br ";" colormaq@colormaq.com.br ";" Copa e cozinha; "
"MOVEIS E MADEIRA ";" IND. E COM. DE MÓVEIS ARAÇÁ LTDA. ";" R. Montese, 53 ";" Vl. Industrial ";" 16035-300 ";" Araçatuba ";" SP ";" Dira. Coml.: Vera Lúcia Bueno ";2;" (0xx18) 3623-0404 ";"  ";"  ";"  ";" Móveis em geral sob encomenda. "
"MOVEIS E MADEIRA ";" IND. E COM. DE MÓVEIS RICRE LTDA. ";" Estr. Mun. Araçatuba Guararapes, Km 2,5 ";" ";" 16001-970 ";" Araçatuba ";" SP ";" ";" ";" (0xx18) 3631-0707 ";" (0xx18) 3631-1749 ";"  ";" ricre@ata.zaz.com.br ";" Mesas p/ micro; "
"MOVEIS E MADEIRA ";" MADINE IND. E COM. MÓVEIS LTDA. ";" R. Humberto Bergamaschi, 1.639 ";" Pq. Indl. ";" 16075-255 ";" Araçatuba ";" SP ";" Dirª Exec.: Dirce Regina Sanches ";" ";" (0xx18) 3623-7860 ";" (0xx18) 3623-7860 ";" www.madine.com.br ";" madine@madine.com.br ";" Prods. de madeira reconstituída aglomerada; "
"MOVEIS E MADEIRA ";" ROSALINO & ROSALINO LTDA. ";" R. São Bernardo, 1090 ";" Pq. Indl. ";" 16040-180 ";" Araçatuba ";" SP ";" Dir. Coml.: Henrique Rosalino ";15;" (0xx18) 3624-4070 ";" (0xx18) 3624-4070 ";"  ";"  ";" Móveis de madeira p/dormitórios, compensados de madeira. "
"EMPRESAS DIVERSAS ";" RÁDIO CULTURA DE ARAÇATUBA LTDA. ";" R. Marechal Deodoro, 675-A ";" ";" 16010-301 ";" Araçatuba ";" SP ";" ";40;" (0xx18) 3623-2050 ";" (0xx18) 3622-2064 ";"  ";"  ";"  "
"EMPRESAS DIVERSAS ";" RÁDIO LUZ LTDA. - RÁDIO JOVEM LUZ ";" R. Nossa Senhora do Rosário, 233 ";" ";" 16065-420 ";" Araçatuba ";" SP ";" ";6;" (0xx18) 3623-8265 ";" (0xx18) 3622-6035 ";"  ";"  ";"  "
"QUIMICA E FARMACEUTICA ";" ARACRUZ CELULOSE S/A. ";" Rod. Aracruz Barra do Riacho, Km 25 ";" Barra do Riacho ";" 29197-000 ";" Aracruz ";" ES ";" Dir. Pres.: Carlos Augusto Aguiar ";3300;" (0xx27) 3270-2692/2122 ";" (0xx27) 3270-2136 ";" www.aracruz.com.br ";" vhibert@aracruz.com.br ";" Pasta química de madeira a soda ou a sulfato branqueado de fibra curta. "
"QUIMICA E FARMACEUTICA ";" EQUILÍBRIO IND. E COM. DE PRODS. E EQUIPS. DE ESTÉT. LTDA. ";" R. Condor, 1.395 ";" Centro ";" 86701-210 ";" Arapongas ";" PR ";" Dir.: Frank Andrei ";" ";" (0xx43) 252-2577/0800-643 2577 ";" (0xx43) 252-2577 ";" www.celutrat.com.br ";" equilibrio@equilibrioestetica.com.br ";" Equips. p/ endermoterapia; "
"QUIMICA E FARMACEUTICA ";" NORTOX AGRO QUÍMICA S/A. ";" BR - 369, Km 197 ";" ";" 86700-970 ";" Arapongas ";" PR ";" Dir. Coml.: Humberto ";" ";" (0xx43) 252-0122/274-8585 ";" (0xx43) 252-0342 ";" www.nortox.com.br ";" nortox@nortox.com.br ";" Herbicidas e inseticidas. "
"MOVEIS E MADEIRA ";" VAMOL IND. MOVELEIRA LTDA. ";" Rod. PR 444, Km. 08 ";" ";" 86703-990 ";" Arapongas ";" SP ";" ";" ";" (0xx43) 3252-2252 ";" (0xx43) 3252-2252 ";" www.vamol.com.br ";" vamol@vamol.com.br ";" Móveis; "
"ELETRO ELETRONICA ";" COOPERATIVA DE ELETRIFICAÇÃO RURAL DE ARAPOTI LTDA. ";" R. Saladino de Castro, 835 ";" ";" 84990-000 ";" Arapoti ";" PR ";" Dir. Pres.: Adolf H. Van ";" ";" (0xx43) 557-1177 ";" (0xx43) 557-1177 ";" www.ceral.com.br ";" ceral@apo.cainet.com.br ";" Eletrificação Rural "
"PAPEL E CELULOSE ";" IND. DE PAPEL ARAPOTI S/A - FÁBRICA. ";" Faz. Barra Mansas Rod PR-001 s/nº - Km 7 ";" Zona Rural ";" 84990-000 ";" Arapoti ";" PR ";" Dir. Coml.: Eugênio Nardelle Rosse ";" ";" (0xx43) 857-1180 ";" (0xx43) 857-1485/1616. ";"  ";"  ";" Papel. "
"PAPEL E CELULOSE ";" INPACEL IND. DE PAPEL ARAPOTI LTDA. ";" Rod. DR 01, Km 7 ";" Fazenda Barra Mansa ";" 84990-000 ";" Arapoti ";" PR ";" ";3500;" (0xx43) 3512-2100 ";" (0xx43) 3512-2413 ";" www.inpacel.com.br ";"  ";" Papel p/ imprimir e escrever; papel revestido; "
"MECANICA ";" DAL MAK EQUIPS. P/ EMBALAGENS LTDA. ";" Av. Manuela Fermiano Motta, 340 ";" Dist. Indl. ";" 14808-123 ";" Araraquara ";" SP ";" Dir. Coml.: Sérgio Dal Negro ";" ";" (0xx16) 3301-7880 ";" (0xx16) 3301-7885 ";" www.dalmak.com.br ";" dalmak@dalmak.com.br ";" Seladora em “L”, conjugada; bundling; skin p/ cartela; túnelde encolhimento; porta película; esteira transportadora; "
"MECANICA ";" DALMAK EQUIPS. P/ EMBALAGENS LTDA. ";" Av. Manuela Fermiano Motta, 340 ";" 5º Dist. Indl. ";" 14808-123 ";" Araraquara ";" SP ";" Dir. Coml.: Sérgio Dat ";40;" (0xx16) 3301-7888 ";" (0xx16) 3301-7884 ";" www.dalmak.com.br ";" vendas@dalmak.com.br ";" Equips. p/ embalagens; "
"METALURGICA ";" THE HUDSON-SHARP MACHINE DO BRASIL LTDA. ";" Av. Manoel Nieto Lopes, 1888 ";" Centro Empresarial ";" 14804-322 ";" Araraquara ";" SP ";" ";" ";" (0xx16) 3303-8500/8510 ";" (0xx16) 3303-8510 ";" www.hudsonsharp.com ";" sales_brasil@hudsonsharp.com ";" Máquina corte e solda servo acionadas; equips. de corte e solda convencional; máqs. de corte e solda wicketer; "
"ALIMENTICIA ";" FMC FOODTECH ";" Av. Eng. Camilo Dinucci, 4605 ";" ";" 14808-900 ";" Araraquara ";" SP ";" ";270;" (0xx16) 3301-2000 ";" (0xx16) 3332-0565 ";" www.fmcfoodtech.com ";" fmcfoodtech.cv@fmcti.com ";" Máqs. p/ ind. de alimentos; "
"ALIMENTICIA ";" SUCOCÍTRICO CUTRALE LTDA. ";" Av. Rosa Marques de Freitas, 170 ";" Vl. Melhado ";" 14807-017 ";" Araraquara ";" SP ";" Ger. Regional: Grimaldo Stanzani ";4600;" (0xx16) 3301-1481 ";" (0xx16) 3301-1481 ";" www.cutrale.com.br ";"  ";" Sucos de laranja; "
"TEXTIL E VESTUARIO ";" LUPO S/A. ";" Rod. Washington Luíz, s/nº - Km 276,5 ";" ";" 14801-750 ";" Araraquara ";" SP ";" Dir. Coml.: Valquirio Cabral ";950;" (0xx16) 3303-4000/3335-3000/ 0800-151 ";" (0xx16) 3303-4005/3335-3005 ";" www.lupo.com.br ";"  ";" Meias esportivas, sociais, meias femininas alto-colantes e cuecas. "
"CALCADOS ";" FÁBRICA DE CALÇADOS LUIS DOS SANTOS BATISTA LTDA. ";" Av. Sete de Setembro, 1.251 ";" Carmo ";" 14800-390 ";" Araraquara ";" SP ";" Dir. Coml.: Luis dos Santos Batista ";3;" (0xx16) 3332-1985 ";"  ";"  ";"  ";" Calçados masculinos. "
"MOVEIS E MADEIRA ";" CIDERAL IND. E COM. LTDA. ";" Av. Pe. Francisco Colturato, 1.452 ";" São Geraldo ";" 14802-000 ";" Araraquara ";" SP ";" Dir. Coml.: Wagner Martins da Silva ";10;" (0xx16) 3331-1182/3336-4744 ";" (0xx16) 3336-2309 ";"  ";"  ";" Móveis estofatos. "
"MOVEIS E MADEIRA ";" FÁBRICA DE MÓVEIS TRÊS IRMÃOS LTDA. ";" R. Victor Lacorte, 296 ";" Jd. Stª Lucia ";" 14800-120 ";" Araraquara ";" SP ";" Dir. Coml.: Rubens Líberi ";3;" (0xx16) 3332-1933 ";"  ";"  ";"  ";" Armários embutidos sob encomenda. "
"TRANSPORTADORAS ";" TRANSPORTADORA RISSO LTDA. ";" Av. Roberto de Jesus Affonso, 174 ";" Dist. Indl. II ";" 14808-156 ";" Araraquara ";" SP ";" Dir. Geral: Paulo César ";60;" (0xx16) 3333-4288 ";" (0xx16) 3333-4288 ";" www.risso.com.br ";" rissoararaquara@risso.com.br ";" Transportes rodoviário de cargas; "
"AGÊNCIA DE EMPREGO ";" WCA RECURSOS HUMANOS LTDA. ";" R. Carvalho Filho, 1643 ";" Centro ";" 14802-412 ";" Araraquara ";" SP ";" ";300;" (0xx16) 3335-5333 ";" (0xx16) 3335-5333 ";" www.vcarh.com.br ";" araraqua@vcarh.com.br ";" Recrutamento e seleção; terceirização de RH; "
"INFORMATICA ";" DAPE SOFTWARE LTDA. ";" R. Cel. André Ulson Junior, 250 - 7º And. - Sl.73 ";" Centro ";" 13600-690 ";" Araras ";" SP ";" Cont. Coml.: Eduardo Silvestre Junior ";" ";" (0xx19) 3542-0755/5541-8333 ";" (0xx19) 3542-0755 ";" www.dape.com.br ";" vendas@dape.com.br ";" Sistemas de folha de pagamento; "
"METALURGICA ";" BERG STEEL S/A. FÁBRICA BRAS. DE FERRAMENTAS. ";" R. Princesa Izabel, 71 ";" Belvetere ";" 13600-970 ";" Araras ";" SP ";" Dir. Coml.: Murilo Sérgio Carroci ";100;" (0xx19) 3541-0666 ";" (0xx19) 3541-0507 ";"  ";"  ";" Talhas e manuais. "
"METALURGICA ";" CIVEMASA S/A. IND. E COM. ";" Via Anhanguera, KM 163 ";" ";" 13600-970 ";" Araras ";" SP ";" Dirª. Coml.: Maria Carolina Ometto ";97;" (0xx19) 3543-2100 ";" (0xx19) 3543-2100 ";" www.civemasa.com.br ";" contato@civemasa.com.br ";" Implementos agrícolas; "
"METALURGICA ";" J. MAC IND. COM. LTDA. ";" R. Jayme Canelli, 111 ";" Distr.Indl. III ";" 13600-970 ";" Araras ";" SP ";" Dir. Coml.: João Adalberto Canelli ";30;" (0xx19) 3541-4777 ";" (0xx19) 3541-4835 ";" www.jmac.com.br ";" jmac@jmac.com.br ";" Máquinas, materiais gráficos e máquinas fragmentadoras de papéis; guilhotinas; "
"METALURGICA ";" MONTEX MONTAGEM INDL. LTDA. ";" R. das Tulipas, 360 ";" Jd. São Nicolau ";" 13600-000 ";" Araras ";" SP ";" Ger. Coml.: Fabio de Fernando ";130;" (0xx19) 3543-6222 ";" (0xx19) 3543-6222 ";" www.montex.com.br ";" engenharia@montex.com.br ";" Transportadores; paletizadoras e despaletizadoras; "
"QUIMICA E FARMACEUTICA ";" ARCHEM QUÍMICA LTDA. ";" R. Guerino Turatti, 410 ";" Dist. Indl. III ";" 13600-970 ";" Araras ";" SP ";" ";" ";" (0xx19) 3543-5000 ";" (0xx19) 3543-5003 ";" www.archem.com.br ";" archem@archem.com.br ";" Solventes; base solvente; "
"TEXTIL E VESTUARIO ";" TÊXTIL ASSUMPÇÃO LTDA. ";" Via Marginal, S/Nº ";" Stº Antônio ";" 13600-970 ";" Araras ";" SP ";" Dir. Coml.: Nelson Assumpção ";30;" (0xx19) 3541-1600/0800 7726717 ";" (0xx19) 3541-7159 ";" www.assumpcao.com.br ";"  ";" Telas e sacos de algodão. "
"PLASTICOS ";" ASCA BRINQUEDOS LTDA. ";" R. Antonio Canteiro, 240 ";" Dist. Indl. II ";" 13602-051 ";" Araras ";" SP ";" ";" ";" (0xx19) 3541-0100 ";" (0xx19) 3541-0100 ";" www.ascatoys.com.br ";" asca@ascatoys.com.br ";" Brinquedos plásticos; "
"PLASTICOS ";" BASPEL EMBALAGENS LTDA. ";" Via Industrial, 450 ";" Distr. Indl. ";" 13600-970 ";" Araras ";" SP ";" Dir. Coml.: João Luiz Basquera ";25;" (0xx19) 3541-8733 ";" (0xx19) 3541-8733 ";" www.baspel.com.br ";" baspel@linkway.com.br ";" Sacolas plásticas; "
"PLASTICOS ";" MACISA COM. E IND. S/A. DIVISÃO PLÁSTICOS. ";" Av. Oto Barreto, 1.485 ";" Distr. Indl. 03 ";" 13600-000 ";" Araras ";" SP ";" Dir. Coml.: Mário Roco ";200;" (0xx19) 5542-2141 ";" (0xx19) 5543-2244 ";"  ";"  ";" Transformadora de termoplástico. "
"PAPEL E CELULOSE ";" ITAÚNA IND. DE PAPEL LTDA. ";" R. Frei Galvão, 255 ";" Jd. Rolo ";" 13600-000 ";" Araras ";" SP ";" Dir. Coml.: André Amato Jr. ";100;" (0xx19) 3541-1135/1555/0383 ";" (0xx19) 3541-0383 ";"  ";"  ";"  "
"CONSTRUCAO CIVIL ";" CERÂMICA ANTIGUA IND. E COM. LTDA. ";" Rod. Araras-Rio Claro (SP191) KM-54,5 ";" ";" 13600-970 ";" Araras ";" SP ";" Cont. Coml.: José Roberto Buzo ";" ";" (0xx19) 3543-4201/3541-1999 ";" (0xx19) 3541-1392 ";" www.antigua.com.br ";" antigua@antigua.com.br ";" Azulejos; cantoneiras; listelos; molduras; mosaicos; revestimentos; "
"EMPRESAS DIVERSAS ";" ARMAZÉNS GERAIS ARARAS ";" Rod. Anhanguera, Km 166,8 ";" Pista Sul ";" 13600-000 ";" Araras ";" SP ";" ";" ";" (0xx19) 3544-1111 ";" (0xx19) 3544-1111 ";" www.armazensararas.com.br ";" comercial@armazensararas.com.br ";" Armazenagem; distribuição; transporte; fracionamento; "
"METALURGICA ";" KANYA DO BRASIL LTDA. ";" Av. das Araucária, 509 ";" Birigui ";" 83707-000 ";" Araucária ";" PR ";" ";" ";" (0xx41) 643-1384 ";" (0xx41) 643-3628 ";" www.kanya.com.br ";" info@kanya.com.br ";" Sistema modular de perfis estruturais de alumínio. "
"PLASTICOS ";" PARNAPLAST IND. DE PLÁSTICOS LTDA. ";" Av. Araucárias, 5.125 ";" ";" 83707-000 ";" Araucária ";" PR ";" Dir. Coml.: Aldo Zimermann ";" ";" (0xx41) 2141-3500 ";" (0xx41) 2141-3510 ";" www.parnaplast.com.br ";"  ";" Polietileno, bobinas e sacolas plásticas. "
"PAPEL E CELULOSE ";" COCELPA CIA DE CELULOSE E PAPEL DO PARANÁ ";" Via do Xisto, Km 14,5 - BR-476 ";" Jd. Alvorada ";" 83707-440 ";" Araucária ";" PR ";" Dir. Coml.: Odair Sesquim ";500;" (0xx41) 3641-3200/843-3131 ";" (0xx41) 3641-3130 ";" www.cocelpa.com.br ";" cocelpa@cocelpa.com.br ";" Papel Kralf, sacolas e sacos de papel p/ embalagens. "
"CONSTRUCAO CIVIL ";" WESTAFLEX TUBOS FLEXÍVEIS LTDA. ";" R. Guilherme Mota Correia, 200 ";" ";" 83702-210 ";" Araucária ";" PR ";" ";" ";" (0xx41) 3031-3433 ";" (0xx41) 3031-8231 ";" www.netpar.com.br/westaflex ";" westaflex@netpar.com.br ";" Abraçadeiras; exaustores; flexíveis; rabichos; registros; renovadores de ar; tubulações; ventiladores; "
"VEICULOS AUTOMOTORES ";" HUBNER IND. MECÂNICA LTDA. ";" R. Pedro Fila, 210 ";" Thomaz Coelho ";" 83707-110 ";" Araucária ";" PR ";" Dir. Coml.: Nelson Roberto Hubner ";300;" (0xx41) 641-5000 ";" (0xx41) 641-5002 ";" www.autolinea.com.br ";" autolinea@autolinea.com.br ";" Bloco de motor, cabeçotes, rosca sem-fim, setor de direção,semi-eixos, embuchamentos. "
"QUIMICA E FARMACEUTICA ";" BUNGE FERTILIZANTES LTDA.- MINERAÇÃO ";" Av. Arafêrtil, 5000 ";" Area Suburbana ";" 38184-270 ";" Araxá ";" ME ";" ";10600;" (0xx34) 3669-6000/6427 ";" (0xx34) 3669-6200 ";" www.bungefertilizantes.com.br ";"  ";" Fertilizantes e prods. de nutrição animal; "
"QUIMICA E FARMACEUTICA ";" QUÍMICA INDL. BARRA DO PIRAÍ S/A. ";" Estr. Municipal de Lagoa da Prata, s/n Km - 18,3 ";" ";" 37292-000 ";" Arcos ";" MG ";" Dir. Coml.: Wilson Lousada ";400;" (0xx37) 351-1196 ";" (0xx37) 351-1955 ";"  ";"  ";"  "
"COURO ";" CURTUME AIMORÉ S/A ";" R. Pres. Vargas, 505 ";" ";" 95940-000 ";" Arroio do Meio ";" RS ";" ";" ";" (0xx51) 716-1313 ";" (0xx51) 716-1313 ";"  ";"  ";" Couro porco raspa, acamurçada p/ vestuários e calçados; "
"COSMÉTICOS ";" SKILL BROTHER'S IND. E COM. LTDA. ";" R. Nicolau de Sá, 437 ";" Jd. Itamaraty ";" 13160-000 ";" Arthur Nogueira ";" SP ";" ";" ";" (0xx19) 3877-3458 ";" (0xx19) 3877-3466 ";" www.skillbrothers.com.br ";" skillbrothers@uol.com.br ";" Shampoos; condicionadores; "
"CONSTRUCAO CIVIL ";" SCALA FIBER LTDA. ";" R. João Bombo, 348 ";" Pqe. Indl. Itamaraty ";" 13050-250 ";" Arthur Nogueira ";" SP ";" ";" ";" (0xx19) 3877-2858 ";" (0xx19) 3779-7100/3276-7111 ";" www.scalafiber.com.br ";" info@scalafiber.com.br ";" Banheiras de hidromassagem aba lateral/piso box/tampa inspeção shaft; "
"MECANICA ";" ADRIATICA S/A. ESTABELECIMENTO MECÂNICO. ";" Rod. Presidente Dutra- Km, 204 ";" Jd. Tupi ";" 07400-970 ";" Arujá ";" SP ";" Dir. Coml.: Stefania Ncnaught ";40;" (0xx11) 4654-1400 ";" (0xx11) 4654-1114 ";" www.adriatica.com.br ";" vendas@adriatica.com.br ";" Cabeçotes roscadores; elementos de fixação; morças; placas; "
"MECANICA ";" MACHRO TERME LTDA. ";" Av. Toronto, 117 ";" Centro Indl. ";" 07400-000 ";" Arujá ";" SP ";" Dir. Coml.: Roberto Kuri ";15;" (0xx11) 4653-1122 ";" (0xx11) 4653-1122 ";" www.machroterme.com.br ";" machroterme@uol.com.br ";" Dispositivos p/ fornos de tratamento térmico; "
"METALURGICA ";" ROGER EQUIPS. INDIS. LTDA. ";" Av. Getúlio Vargas, s/nº ";" Jd. Rincão ";" 07400-000 ";" Arujá ";" SP ";" Dir. Coml.: Alfonso Fernandes Rojo ";" ";" (0xx11) 4655-4035 ";" (0xx11) 4655-3450 ";" www.rogerequipamentos.com.br ";" rogerequipamentos@rogerequipamentos.com.br ";" Epuipamentosp/ tratamentos de superficies; "
"METALURGICA ";" UC-CALDEIRARIA UNIVERSAL LTDA. ";" Av. New Jersey, 70 ";" Centro Indl. de Aruj ";" 07400-000 ";" Arujá ";" SP ";" ";" ";" (0xx11) 4655-4531/4651-2500/5200 ";" (0xx11) 4655-3913 ";" www.caldeirariauniversal.com.br ";" Vendas@caldeirariauniversal.com.br ";" Caldeiraria; perfilados; transportadoras; "
"ELETRO ELETRONICA ";" ALCOTEL FIOS E CABOS LTDA. ";" Estr. Municipal Arj, KM 276, Nº 320 ";" ";" 07400-000 ";" Arujá ";" SP ";" Dir. Coml.: Ricardo Dias ";40;" (0xx11) 4652-6000 ";" (0xx11) 4652-6199 ";"  ";"  ";" Fios e cabos p/ telecomunicações; cabos p/ rede de dados; "
"ELETRO ELETRONICA ";" CONECTBRAS IMP. EXP. COM. LTDA. ";" R. Major Benjamim Franco, 493 ";" ";" 07400-000 ";" Arujá ";" SP ";" Dir. Coml.: Vanessa Regina dos Santos ";3;" (0xx11) 4651-1654 ";" (0xx11) 4651-2431 ";" www.conectbras.com.br ";" conectbras@conectbras.com.br ";" Materiais elétricos; "
